"","x"
"7666",-52999.7811293453
"7667",14442.233815475
"7668",26776.1099955491
"7669",21733.216075084
"7670",-33878.7742019105
"7671",-45854.9930123644
"7672",-55987.0404876736
"7673",-6400.64916023057
"7674",-12615.2194632204
"7675",54315.4068836205
"7676",-7078.08682891725
"7677",27375.5464275856
"7678",-78984.0158204953
"7679",-20690.6980352068
"7680",22110.321724337
"7681",12143.0852341215
"7682",-10021.437725433
"7683",8249.50234330169
"7684",-39288.0115685359
"7685",11981.6647647872
"7686",-27551.393241865
"7687",63353.3966956027
"7688",-25640.7036623592
"7689",5352.84631849183
"7690",-58918.6721546036
"7691",13930.2485264744
"7692",13917.8717062872
"7693",2560.69832425955
"7694",-36187.5264229779
"7695",19346.2854054368
"7696",35508.8973300411
"7697",-2740.08391691425
"7698",37862.0377831856
"7699",-43387.9281645169
"7700",16663.6942973451
"7701",38129.007213654
"7702",-8845.4897623665
"7703",-10467.0868534578
"7704",-20619.2257204529
"7705",26325.1624662318
"7706",-9575.0120195199
"7707",-83344.1084681123
"7708",-402.020495328531
"7709",41763.0267514283
"7710",29686.725622552
"7711",-1740.89778126441
"7712",-21554.427633248
"7713",-28387.5375145646
"7714",-4960.51536019599
"7715",38930.1346759432
"7716",-26355.1639564729
"7717",14438.9055352933
"7718",-18922.9820552241
"7719",6027.68683778601
"7720",51274.3811011098
"7721",-3560.79700094565
"7722",-26672.0049273338
"7723",26946.5897749994
"7724",12622.7700068116
"7725",38630.7480570267
"7726",-29264.7228449292
"7727",-5481.40191673451
"7728",-18202.3971917974
"7729",-27324.4420022048
"7730",-61602.521784951
"7731",-52781.2501767882
"7732",74588.5609264478
"7733",21325.8293856549
"7734",1312.68083222362
"7735",1557.40599473312
"7736",18530.4443755591
"7737",36353.6513121527
"7738",-43352.8891459405
"7739",-10339.7571285993
"7740",-5187.67843739279
"7741",-43496.1589758588
"7742",13784.0118312931
"7743",20792.9466998215
"7744",55308.4522010024
"7745",48044.5113138872
"7746",2791.07547423225
"7747",31340.9190841671
"7748",5406.04614964287
"7749",-80843.3419191781
"7750",-42950.1231309839
"7751",50304.8430164029
"7752",-77484.469847259
"7753",36473.3815977921
"7754",22054.2057613577
"7755",-24562.9643315865
"7756",-34454.6912756371
"7757",26047.1809460831
"7758",78829.6647722154
"7759",12936.5536226142
"7760",26792.3941852052
"7761",77061.3179455312
"7762",18193.1537033777
"7763",7661.30457090452
"7764",21142.0360313999
"7765",-6852.84930001815
"7766",-78895.713467731
"7767",40818.2659386917
"7768",3671.71252482767
"7769",-13626.310262645
"7770",-527.631880249862
"7771",-3187.05823817054
"7772",-1741.21634803807
"7773",-98860.2059675594
"7774",13839.2711294449
"7775",-9827.06401230757
"7776",39872.8924534598
"7777",74007.4439612377
"7778",-25663.5018147272
"7779",-16976.7034579124
"7780",1995.76771650749
"7781",-47829.4858253507
"7782",-61029.1064791265
"7783",-7781.10094292368
"7784",6560.87367101306
"7785",7518.03005581635
"7786",-19740.7963434352
"7787",-67161.2661033412
"7788",-3269.50929891552
"7789",65695.7230048742
"7790",966.10053886706
"7791",21852.9877195612
"7792",71701.8856248628
"7793",-50743.8574163027
"7794",10466.9350488302
"7795",3852.64558703774
"7796",43384.4768195043
"7797",-22725.075268288
"7798",37075.3714642165
"7799",24333.1617655469
"7800",2704.16869882238
"7801",50413.3688974287
"7802",39003.0377868352
"7803",6946.15964109622
"7804",5355.99315538468
"7805",38242.7217789796
"7806",37888.9428546733
"7807",-22606.6262848514
"7808",-6323.92599435837
"7809",-284.376411112394
"7810",4046.63832530482
"7811",-27238.9646006049
"7812",16400.1566124859
"7813",12235.949711538
"7814",-97148.6596641018
"7815",13611.8338197851
"7816",-19868.7887149509
"7817",29837.2713743995
"7818",63766.9152048436
"7819",50657.2295082426
"7820",35445.9763177583
"7821",82115.2177319158
"7822",-25954.1722522797
"7823",13787.2741599612
"7824",47308.2101481601
"7825",-19080.4633430861
"7826",-10351.6238932111
"7827",16226.5886863045
"7828",100200.448811159
"7829",-9223.67970630548
"7830",26020.7562234028
"7831",-25906.5412320383
"7832",34842.8375425101
"7833",67132.0496658824
"7834",-11473.0274532214
"7835",-31213.9206671158
"7836",-4889.23538678558
"7837",5977.7074522033
"7838",-30678.1613158646
"7839",36404.4108997018
"7840",18687.2564114004
"7841",-21874.011672638
"7842",-4860.68576362985
"7843",-3440.33222165748
"7844",-87212.7753170567
"7845",45936.5568708958
"7846",-28400.9446192088
"7847",-42618.1094300456
"7848",-2663.64172261987
"7849",40266.553242543
"7850",-13788.5474485285
"7851",21965.9314234758
"7852",23119.8886631052
"7853",7758.03378106719
"7854",33233.6653871657
"7855",-27617.7031503499
"7856",23463.2876123777
"7857",-10620.494195088
"7858",-57512.8031056155
"7859",-24618.4179142331
"7860",1420.6758818383
"7861",21098.7852665619
"7862",-1073.08828600813
"7863",17230.0633802783
"7864",-23964.2602209368
"7865",-7474.49980526504
"7866",37267.2679484685
"7867",603.219520925843
"7868",-12124.6383746664
"7869",-19338.8119563631
"7870",17583.7029065775
"7871",1271.77138768172
"7872",48215.5804239745
"7873",-10893.058113285
"7874",-15944.1685168507
"7875",8116.67134002413
"7876",13272.9961401141
"7877",2600.19868315754
"7878",-13442.0198519762
"7879",-21760.3982338675
"7880",-33869.4189105008
"7881",62088.8322940751
"7882",-1959.49531913166
"7883",20629.1407773112
"7884",14148.0273732748
"7885",-18112.3171143844
"7886",35594.470787556
"7887",-19025.339320736
"7888",28215.3489281419
"7889",-9125.58747223686
"7890",-68739.916192542
"7891",47975.2365557807
"7892",27594.5989758251
"7893",12289.0525135029
"7894",31690.5400584221
"7895",-38667.8746815608
"7896",-34289.7891683737
"7897",7614.16869558699
"7898",-9877.74299055919
"7899",36005.4555522787
"7900",-4204.79868170765
"7901",44014.0033845261
"7902",66378.7844491484
"7903",-47963.0738334711
"7904",80080.5901920411
"7905",26521.0293822621
"7906",44807.0432661497
"7907",-42103.406058629
"7908",24853.4747996339
"7909",-71706.4151966018
"7910",14874.3236354557
"7911",8213.06974485754
"7912",19569.119432608
"7913",66570.3833205201
"7914",24419.1097369385
"7915",-3589.63905244725
"7916",33421.140100259
"7917",14350.7987730097
"7918",26331.3664696734
"7919",-29339.6108465207
"7920",13849.1047987843
"7921",5171.56849804261
"7922",22600.6376104855
"7923",59673.9396819235
"7924",22131.8018787426
"7925",30173.2594888723
"7926",-31482.4738238407
"7927",12412.0026610233
"7928",16916.2565965488
"7929",10242.9448373146
"7930",24191.0995243416
"7931",-17747.4395611116
"7932",31132.87716908
"7933",-44731.7185982882
"7934",75724.7220790845
"7935",-58511.9968468063
"7936",-15808.2879772497
"7937",-29507.853406949
"7938",2840.59177495058
"7939",62205.3654996943
"7940",36855.2901606564
"7941",17679.5585249686
"7942",-71292.7052844101
"7943",3209.11768494341
"7944",-17002.289886152
"7945",20899.0568328206
"7946",82546.9665074004
"7947",-56402.4972779617
"7948",-45826.5769662524
"7949",36003.7752891479
"7950",-10108.8871876871
"7951",48149.6347818682
"7952",28913.1790807216
"7953",-1843.5962151761
"7954",-63322.6276103706
"7955",-21378.6022543072
"7956",43045.1777480324
"7957",14254.3697660223
"7958",38997.3940539801
"7959",37402.4918943977
"7960",-1953.40371796494
"7961",30369.6861937783
"7962",-91614.7703035729
"7963",24994.8580518958
"7964",-2899.9638512496
"7965",28629.7792134416
"7966",-26723.8456500078
"7967",6475.64514857666
"7968",23393.2620638966
"7969",-1101.32279698837
"7970",59418.9492927181
"7971",27265.9150631147
"7972",28037.9196056291
"7973",2139.41792299021
"7974",-23640.4015336607
"7975",-6041.49673915857
"7976",8995.95500443076
"7977",45245.8444412252
"7978",-65431.309764409
"7979",-45458.4970166072
"7980",8182.24192808054
"7981",3375.56536633069
"7982",7545.83184144981
"7983",20402.7076963926
"7984",32447.687511318
"7985",22125.621209862
"7986",67472.6231138845
"7987",1443.72115003904
"7988",-15584.1683881944
"7989",-32051.5975865946
"7990",24421.6996326873
"7991",10939.7992762237
"7992",32789.6972326964
"7993",5252.1131613516
"7994",-3544.71346356124
"7995",-31062.589526165
"7996",24163.339614548
"7997",-18361.7950152305
"7998",39709.5063011472
"7999",27130.1413532007
"8000",-20284.8168376784
"8001",-61953.345238585
"8002",107076.176002591
"8003",-30694.7445700011
"8004",5403.0208036159
"8005",-4705.70871863572
"8006",1316.77978543796
"8007",-471.787274137939
"8008",43599.4805042624
"8009",23745.1024924148
"8010",37506.592500724
"8011",-63269.8686695743
"8012",19974.9459984629
"8013",-580.000117997147
"8014",6593.58775718009
"8015",-49739.4919114066
"8016",35366.427108055
"8017",11032.6774374668
"8018",-8523.74584832603
"8019",65956.3643442817
"8020",55425.2072213263
"8021",75925.1573985104
"8022",16724.1765165934
"8023",-10168.0928263809
"8024",20245.4110704728
"8025",63541.6736800162
"8026",-49444.3891920985
"8027",42192.1253771577
"8028",-20592.1542603905
"8029",12764.3345452519
"8030",-76362.2337608602
"8031",27551.484733287
"8032",49600.0828420759
"8033",11502.3318337951
"8034",-19090.6089007521
"8035",61259.920272431
"8036",-36151.4510365303
"8037",-18525.2841992697
"8038",18007.8698909108
"8039",-37204.7964963833
"8040",7901.56034693024
"8041",-1666.3119906949
"8042",59133.3457730925
"8043",45373.1024017128
"8044",-10974.2803770868
"8045",-2535.7655839667
"8046",22433.0556365637
"8047",-14935.1692235984
"8048",37316.5922751308
"8049",-11554.8830912649
"8050",-2171.73348183903
"8051",51072.809662653
"8052",-23803.4692093117
"8053",-37323.5645381312
"8054",35412.0556165985
"8055",17961.9232795468
"8056",-52705.9477969322
"8057",-28475.2033395463
"8058",80518.2335617511
"8059",20910.6146598857
"8060",27168.2310258617
"8061",-27683.3645010494
"8062",71433.2477456034
"8063",-36517.5545778417
"8064",114939.806414688
"8065",37958.0712463954
"8066",26352.638511169
"8067",71226.7065387136
"8068",53470.3118312877
"8069",40855.8467962736
"8070",-66125.9755154014
"8071",21048.1585594926
"8072",-66552.0916042981
"8073",-50590.9469130981
"8074",-14976.3322200427
"8075",-47666.2388368612
"8076",-21298.0609560834
"8077",24445.3551074031
"8078",24006.3646123829
"8079",-31982.996737959
"8080",77015.2735790337
"8081",21482.0649313488
"8082",86897.7884808828
"8083",-20893.4758857468
"8084",-9439.52234005566
"8085",26682.3801354526
"8086",9963.57283678743
"8087",-1630.27037578424
"8088",-21499.5143240256
"8089",-1026.36308618788
"8090",-17828.7585391784
"8091",-49210.8956882642
"8092",-8317.63288869909
"8093",53341.5186390199
"8094",1900.12377878601
"8095",52892.9437536428
"8096",28429.2718781435
"8097",10425.7215362199
"8098",-61793.5910418199
"8099",23641.5409451481
"8100",36097.2118510855
"8101",26524.1624568333
"8102",33418.3243095264
"8103",-10037.3018344551
"8104",1907.47462851243
"8105",72751.763402836
"8106",62281.6832201635
"8107",-20552.399259133
"8108",-20595.8132293585
"8109",33510.2392674532
"8110",-1637.6861053598
"8111",-4236.30246100916
"8112",-30036.2903625266
"8113",17457.3854212403
"8114",13063.2789151319
"8115",-22275.9345148872
"8116",19635.625137271
"8117",32038.3475809083
"8118",17286.6701348354
"8119",-26629.0452768599
"8120",-30879.0314212137
"8121",-19074.9286538785
"8122",58058.1778055145
"8123",25310.148263953
"8124",14583.7258849129
"8125",94606.3678925797
"8126",49575.6091406884
"8127",-4218.163036522
"8128",-21940.0445731636
"8129",-28964.8791514027
"8130",6168.3981746085
"8131",45546.102043686
"8132",49125.0071104752
"8133",18996.618177265
"8134",65095.6557589134
"8135",-84523.432505067
"8136",-41594.9736732412
"8137",26747.2580742112
"8138",-74116.2906089797
"8139",-21361.544334924
"8140",32085.0243573831
"8141",-16892.5368935858
"8142",19980.0264250723
"8143",-38977.5902617575
"8144",27863.0000963349
"8145",24741.3386672145
"8146",-27958.3907441264
"8147",44818.6429906904
"8148",-25574.422381196
"8149",44365.6148490813
"8150",16684.9772386532
"8151",45563.619414301
"8152",47996.2411787326
"8153",-7610.98714129611
"8154",38374.8464153682
"8155",-10042.7399071506
"8156",-40071.5014128167
"8157",30428.8356193988
"8158",-4414.82538619129
"8159",-2336.27990041305
"8160",21997.9809857234
"8161",26092.7973764798
"8162",30412.659063966
"8163",75198.3268178212
"8164",-43435.2035735899
"8165",54483.1650893954
"8166",50998.5986828858
"8167",7011.41511307528
"8168",-22419.7652003638
"8169",-9719.31344022301
"8170",-35257.1843561518
"8171",-18400.5611242504
"8172",-3484.2988307258
"8173",36909.5814454408
"8174",-32625.4135472331
"8175",-28432.183901498
"8176",55627.9069608316
"8177",-30831.2000499768
"8178",14440.1156394645
"8179",35672.6592055527
"8180",10654.5449728756
"8181",-38650.0754178806
"8182",93957.9525917964
"8183",-5403.72931591443
"8184",52713.2704780457
"8185",22711.6474970167
"8186",-31596.7690266725
"8187",28663.8583459776
"8188",48144.5231325002
"8189",-6463.91590912248
"8190",-7469.64026871376
"8191",-7681.96104491105
"8192",-27968.3104067464
"8193",59575.2279827152
"8194",-40632.6644040112
"8195",37385.647768498
"8196",16219.5300623197
"8197",-44625.301998283
"8198",-29979.9496855172
"8199",-901.025603165295
"8200",-49193.377352288
"8201",11111.4321153535
"8202",-21074.6841157817
"8203",46692.9400898467
"8204",19437.3506701009
"8205",43249.16468861
"8206",17140.9442473804
"8207",56400.187479617
"8208",-20276.7976684343
"8209",34800.3661203261
"8210",-58895.2890985792
"8211",-24914.7143503562
"8212",-27294.4127503879
"8213",29887.2807587393
"8214",3889.80646444585
"8215",11954.6396623155
"8216",27073.8775911978
"8217",24188.4411525257
"8218",-44997.5995077746
"8219",58994.3804633535
"8220",-1220.64886964439
"8221",-32634.0440288632
"8222",-38767.810706306
"8223",-15194.0307288702
"8224",-30961.8975053204
"8225",-45020.8676267688
"8226",82575.5963501434
"8227",47479.3437743106
"8228",24046.2839842276
"8229",15564.4106147585
"8230",20088.3921701176
"8231",-5349.17997061319
"8232",1478.48104394981
"8233",-21672.2329947749
"8234",15728.5674332667
"8235",21946.948705207
"8236",-1145.35021880251
"8237",22853.9527993572
"8238",12500.8976036975
"8239",6820.39640243777
"8240",39177.6755260323
"8241",76805.5330071722
"8242",-26783.855453296
"8243",-74484.9155656598
"8244",-29758.7815796977
"8245",54083.6808897869
"8246",19723.4720712244
"8247",1780.05430257162
"8248",25828.6540981429
"8249",-22292.5879768675
"8250",5303.58946885592
"8251",17304.7095974302
"8252",7893.59157128811
"8253",-2319.51199891593
"8254",-6148.44519823776
"8255",-30286.6750909365
"8256",-58680.7275254178
"8257",42386.2996283562
"8258",-24143.3243622043
"8259",-30774.3267427358
"8260",-32245.3833671234
"8261",65203.5251263316
"8262",-34200.8542846437
"8263",-29010.3761447394
"8264",59797.2080595072
"8265",48093.931978445
"8266",-27427.7426256791
"8267",27722.4569287438
"8268",11891.2620072503
"8269",38573.0900272771
"8270",33462.9972731998
"8271",-3628.29406433441
"8272",-11232.5323742327
"8273",-4941.66826806108
"8274",-18902.5713972097
"8275",14077.5084855067
"8276",-6412.44766227325
"8277",-10337.1681302829
"8278",46681.126200435
"8279",52511.3028177149
"8280",25888.7017794109
"8281",42070.4092006899
"8282",9521.1406196708
"8283",41847.820825083
"8284",48451.9524474182
"8285",-4989.91306580657
"8286",-14378.9272370729
"8287",8977.91857263633
"8288",23800.1644255415
"8289",29998.7969101952
"8290",-24886.8636545432
"8291",-13264.4705162618
"8292",-8000.03596680003
"8293",-56968.4611145574
"8294",34351.4204794757
"8295",-29032.561776603
"8296",35592.1834479442
"8297",14704.1564970221
"8298",72319.1486962129
"8299",-19205.0515773005
"8300",27002.817212063
"8301",35750.5476315097
"8302",-4960.97761187057
"8303",-19233.0566007504
"8304",-17224.6763618761
"8305",-52283.7236971716
"8306",-29865.5686311957
"8307",-15501.7183312988
"8308",-26536.2822389049
"8309",13156.7427426746
"8310",-15805.2523398667
"8311",2255.66147871972
"8312",-17022.7346780976
"8313",28761.1807816975
"8314",-11861.4776729059
"8315",-26595.3146150249
"8316",971.698653770458
"8317",-1788.24768832663
"8318",27512.1477424256
"8319",-2851.05531932829
"8320",34099.761000751
"8321",55610.7742739685
"8322",52860.1081026773
"8323",27858.9298897229
"8324",-27983.2435171112
"8325",-73585.8574021167
"8326",874.207288572196
"8327",-22599.8914892473
"8328",11714.8016309669
"8329",-13105.0351872934
"8330",-40418.5793278208
"8331",-54850.8228540088
"8332",10077.8726323272
"8333",6042.58982398468
"8334",-38230.4252818016
"8335",4177.53820916756
"8336",18847.3472703776
"8337",-8663.15204568524
"8338",80960.3026704972
"8339",-47785.2730390168
"8340",8228.84787362781
"8341",-42149.6318973269
"8342",-29456.7844299236
"8343",35681.0140071737
"8344",60478.3619182046
"8345",-18787.1353711878
"8346",25662.5372842895
"8347",7606.79483874673
"8348",73490.9803964213
"8349",26503.3527926665
"8350",55342.9780603779
"8351",-28223.1909563325
"8352",6901.41277913244
"8353",2005.84490371144
"8354",-37349.6970250814
"8355",-30932.1966178764
"8356",-23687.7819352154
"8357",8943.2005240501
"8358",67554.4868253362
"8359",21524.5517973607
"8360",-10468.3979127334
"8361",54730.7582252923
"8362",2053.74804536683
"8363",13459.6041978572
"8364",32936.6375018503
"8365",-8216.61300783042
"8366",-14990.7539259218
"8367",-5630.67319601525
"8368",8811.45739826213
"8369",29388.0209695623
"8370",-20867.3350561332
"8371",62927.0270138479
"8372",-25277.1548794498
"8373",-15812.8967224518
"8374",12.4744980089316
"8375",8300.50770739121
"8376",21806.9839245511
"8377",22605.3732086799
"8378",-25030.0183613531
"8379",44273.6350116058
"8380",35426.1671063009
"8381",52664.1809459169
"8382",-5201.19747325413
"8383",39329.2625564648
"8384",219.845475231012
"8385",-43554.3699021269
"8386",13764.5833836941
"8387",54487.3743131882
"8388",-4422.67446918831
"8389",-63776.6763950744
"8390",17783.0253283901
"8391",21299.5512142818
"8392",-23724.7141786324
"8393",42049.545304042
"8394",-6425.46149365976
"8395",20792.237924228
"8396",-28935.5658264218
"8397",-20456.3607383333
"8398",31207.7600628585
"8399",-12740.9331060549
"8400",37405.8604278451
"8401",9133.7737877662
"8402",89177.4711981476
"8403",-33358.1429099899
"8404",53459.8046653436
"8405",-23630.68092279
"8406",56384.6399132563
"8407",31082.3130530683
"8408",32028.494382961
"8409",-37473.6992678026
"8410",-10048.8288294281
"8411",-10477.8112695304
"8412",74527.8059122206
"8413",-28408.3796081433
"8414",46407.4294048245
"8415",-20311.0307247087
"8416",6122.98594946778
"8417",-70494.7724702165
"8418",-2887.25836465335
"8419",-41590.144602496
"8420",15994.9353190933
"8421",16779.0672123857
"8422",12626.4691769198
"8423",81.2778460013534
"8424",-18359.7048597437
"8425",-18872.1742962025
"8426",13508.0832378716
"8427",-22711.2676383488
"8428",12358.0711833059
"8429",-15829.4338426509
"8430",66381.249148794
"8431",-9006.8997961809
"8432",-11479.2776034833
"8433",-44156.4445315057
"8434",58510.6429347172
"8435",-42685.4467481617
"8436",-51724.5231920189
"8437",-35048.6957560371
"8438",-32225.7538557247
"8439",28914.1968041423
"8440",15577.0454087564
"8441",-41868.6071260521
"8442",1202.6820513985
"8443",16761.3249594098
"8444",-3404.58871976404
"8445",-39112.3469857555
"8446",40343.9953769727
"8447",1359.90042205979
"8448",-5403.75908654345
"8449",59052.7749874963
"8450",26140.8113963765
"8451",39423.9126392701
"8452",-80010.4523930075
"8453",-28132.1396655254
"8454",20826.9747730321
"8455",-25050.9709552376
"8456",26832.6670906409
"8457",60307.2157821801
"8458",20245.3826940993
"8459",-18521.4102966749
"8460",-3161.15994885678
"8461",-2873.43502842998
"8462",48683.7105569311
"8463",-21788.3109083405
"8464",13094.8764388654
"8465",2821.06776555018
"8466",65699.0690474701
"8467",-38624.3402301953
"8468",14111.3452730766
"8469",-45129.1908635629
"8470",-64169.359051307
"8471",-6749.17589162542
"8472",33133.7578995244
"8473",29732.8873351178
"8474",37063.5759818171
"8475",-83049.8402269424
"8476",28821.8008064168
"8477",70650.9678294617
"8478",-5478.18457897806
"8479",49712.4366588821
"8480",2005.30614090293
"8481",-14179.3851325861
"8482",10507.6413937213
"8483",-7079.27120321582
"8484",28187.9760785776
"8485",19720.738279493
"8486",18214.8982299161
"8487",-17263.7681624712
"8488",-28303.7328094979
"8489",16241.7236205614
"8490",8071.05212949207
"8491",-13765.3053537892
"8492",78601.9393704923
"8493",20554.044680586
"8494",41548.1148726828
"8495",-20657.5354049422
"8496",27163.8871350576
"8497",24775.8607048123
"8498",-66739.6410306179
"8499",20255.5112638995
"8500",-55095.0779086934
"8501",58560.8462484003
"8502",39793.061715408
"8503",-20550.5544923322
"8504",22987.6612919893
"8505",3101.81422260278
"8506",28461.0462215257
"8507",32237.8047330656
"8508",-4228.08863770013
"8509",-2250.86081477774
"8510",-41430.2367094333
"8511",6145.14309271057
"8512",-3066.3515564423
"8513",6990.86290070311
"8514",86118.4590603524
"8515",40623.2509654552
"8516",-36747.3784130557
"8517",5427.08828869486
"8518",37076.7547115093
"8519",-46067.4332988645
"8520",18392.6859357525
"8521",19168.3522858996
"8522",20940.3541213293
"8523",-56327.0097344533
"8524",491.14499242433
"8525",-9450.38399740129
"8526",-24063.8266792177
"8527",-38727.6933636011
"8528",-4215.13558947061
"8529",-3581.9975552955
"8530",39847.2576670492
"8531",-24665.7680853449
"8532",18470.3786862546
"8533",-1150.27955255142
"8534",-35789.4014805499
"8535",-66795.3309909064
"8536",-27502.9270991306
"8537",72848.8435283986
"8538",47855.5556812473
"8539",-44665.8550764487
"8540",-1135.7462894609
"8541",9768.00154957323
"8542",18081.394305612
"8543",450.806007233831
"8544",-28324.9506319979
"8545",26487.0144776871
"8546",832.389491176085
"8547",-86344.1128267852
"8548",28293.9787201385
"8549",3939.76024936899
"8550",-6281.59107817279
"8551",20293.8081257278
"8552",-25579.3637961121
"8553",45374.0956347332
"8554",5560.16412129466
"8555",-49089.7025818707
"8556",27780.8762606422
"8557",-26865.4340735301
"8558",-9901.09802394285
"8559",34106.8474417544
"8560",-25528.4290744335
"8561",25884.1280152312
"8562",-5401.95048120492
"8563",-37487.7217112358
"8564",-55221.765302404
"8565",-8905.55044619062
"8566",53541.3814562649
"8567",-8308.83292241777
"8568",-42415.5722278819
"8569",18017.0730998003
"8570",-33330.7119772454
"8571",-47752.697571498
"8572",72126.5412547205
"8573",-106638.363528352
"8574",64687.6151717582
"8575",3164.21935478021
"8576",-11441.716689727
"8577",-31842.3210257369
"8578",41637.3222535567
"8579",-36423.3654185291
"8580",22873.7548569277
"8581",-63918.8238051174
"8582",20115.3261852959
"8583",18808.4706364538
"8584",44286.512732421
"8585",42360.761404803
"8586",28826.3130721497
"8587",-2278.07281723874
"8588",34745.033452616
"8589",19782.2494985024
"8590",-15974.9110458215
"8591",-71219.339182827
"8592",-34305.3147454809
"8593",-26369.1715448778
"8594",-28928.670432953
"8595",42211.6118780128
"8596",19961.1217493098
"8597",17599.7804773144
"8598",-22685.1081100263
"8599",77263.6775402477
"8600",27686.8456055376
"8601",32492.1123614043
"8602",-404.973787404991
"8603",44393.5788921027
"8604",27546.061506412
"8605",-32153.8169011391
"8606",5492.16815060087
"8607",35777.4621588905
"8608",-65747.8897080674
"8609",-8965.36570383029
"8610",43245.3023772545
"8611",-12751.0017496818
"8612",3951.45067846655
"8613",-54112.5125025024
"8614",-32162.818357543
"8615",18144.2349143255
"8616",-23834.1167555137
"8617",2677.78172207739
"8618",-2938.40003159133
"8619",35923.8304568779
"8620",-44398.236891347
"8621",-41676.9298807865
"8622",-87917.9101889717
"8623",16735.7303690169
"8624",-8504.2134680776
"8625",14075.4870071942
"8626",-29791.2172757791
"8627",-18626.0737884331
"8628",14172.6651081387
"8629",16862.2931691701
"8630",12370.7860472776
"8631",30571.4533664934
"8632",-5150.99183425444
"8633",7460.19216465001
"8634",-42295.5913599677
"8635",13821.3987130923
"8636",6240.73955087045
"8637",-32333.8443184752
"8638",32797.9455930172
"8639",-37858.4887561228
"8640",37331.0477365121
"8641",39476.7129161043
"8642",25253.1423612987
"8643",68206.7043470466
"8644",46371.3649675093
"8645",1115.76734942835
"8646",-2606.49877037497
"8647",-38684.5329837255
"8648",5705.95732592483
"8649",47187.1253036171
"8650",48587.0470505215
"8651",-43127.7418296448
"8652",-64378.0348111362
"8653",-5874.52049457369
"8654",5914.1502070486
"8655",75096.6040442569
"8656",26962.0562575534
"8657",-45461.180089265
"8658",-17656.7951623614
"8659",44457.0456739611
"8660",10911.2733943315
"8661",-56189.0566066076
"8662",30864.6067659625
"8663",1925.62113167194
"8664",-27095.3948013227
"8665",-10633.79364833
"8666",-52761.6441346062
"8667",-700.678836118998
"8668",-14336.983843568
"8669",7398.48129442311
"8670",72524.1585345764
"8671",-67978.8353676022
"8672",12494.3021877177
"8673",8295.01538238564
"8674",6348.6139752006
"8675",-6734.91675058966
"8676",60916.3199972456
"8677",35483.5182075825
"8678",67889.0342795405
"8679",-2761.13159932431
"8680",9766.54261762164
"8681",-4837.80137172212
"8682",-23940.3584687286
"8683",68280.7387681103
"8684",12476.984905489
"8685",-35575.3795216627
"8686",417.114384390952
"8687",51666.7214232638
"8688",16943.8766771745
"8689",-26616.748197054
"8690",14304.976891304
"8691",47370.2430197319
"8692",30969.6930376677
"8693",-16604.9251166839
"8694",-19544.0982041079
"8695",15572.5169728464
"8696",28482.4043302649
"8697",-18437.4861600297
"8698",-42689.2185745617
"8699",-8897.78858015691
"8700",14307.6508272998
"8701",-37186.3066299811
"8702",39399.9530205772
"8703",-48153.9543893642
"8704",17119.1141500941
"8705",87403.4397458292
"8706",10512.9759058255
"8707",7558.62464911872
"8708",42230.7472663088
"8709",-16803.251956691
"8710",54783.8371246285
"8711",23142.340223801
"8712",49982.1973727982
"8713",1808.58015989857
"8714",43444.2154146076
"8715",57838.1879049318
"8716",-10099.0447031633
"8717",-12940.4835439214
"8718",-30242.4793512561
"8719",6371.28409416798
"8720",39017.495524032
"8721",-59465.8324581069
"8722",-14158.856598009
"8723",73392.0737862999
"8724",12113.8768732778
"8725",10673.9600336754
"8726",-2331.47297988913
"8727",71465.3333400234
"8728",967.075166394719
"8729",-7779.71724408392
"8730",11342.787550889
"8731",7135.60579332641
"8732",33072.4844031031
"8733",60601.9590244277
"8734",-30998.6000547015
"8735",22271.1433532136
"8736",34643.9443590899
"8737",19955.9107310319
"8738",89795.59737467
"8739",-3555.17104074429
"8740",23787.5967989119
"8741",-4176.30870367615
"8742",-39443.7534368868
"8743",-10743.8622311553
"8744",478.495609172933
"8745",47557.6673759006
"8746",81123.0806619758
"8747",-9499.7418666934
"8748",-25094.6301615384
"8749",22293.8136977024
"8750",-33095.2857006834
"8751",47671.9182132022
"8752",32201.5374291155
"8753",3721.19270202361
"8754",34021.7181112573
"8755",-34717.0501623845
"8756",-23834.327202162
"8757",28092.3666251389
"8758",-7457.14177568143
"8759",-17939.5272820539
"8760",52520.4254962285
"8761",21731.0603586825
"8762",77543.4228301536
"8763",-19797.6751272898
"8764",-64.8686843892838
"8765",33761.6466403254
"8766",-16558.3626842294
"8767",26272.7265969607
"8768",-37388.4255033945
"8769",16301.0499990024
"8770",-50047.2769769933
"8771",-3970.426229366
"8772",-12839.9930996687
"8773",32482.6356760338
"8774",-20349.1434301188
"8775",12813.5698543524
"8776",38141.3082652997
"8777",-46325.4946885547
"8778",33483.5041024084
"8779",-2894.2185798367
"8780",38960.7732100569
"8781",47840.0315435051
"8782",50631.6819212966
"8783",72167.6290855275
"8784",-35724.3310027911
"8785",-47775.0779420431
"8786",-32420.1781380093
"8787",25047.2001453983
"8788",-15194.9452259416
"8789",-18429.8031560002
"8790",-18670.0579182647
"8791",34687.381573351
"8792",37027.3560500421
"8793",-38966.0584722768
"8794",49778.054239995
"8795",1691.57757263007
"8796",-44142.8468154266
"8797",-19152.3319730925
"8798",-44399.5099402806
"8799",-37582.7002227231
