"","importance","x_names"
"6607",-2101.26995673114,"HIST3H2BB..128312."
"8503",-2099.41092353127,"MAGEA4..4103."
"6778",-2091.11118246843,"HRH1..3269."
"15012",-2005.83968102064,"TIGD7..91151."
"11246",-1970.50369215625,"POLR1C..9533."
"9467",-1914.48767208516,"MYPOP..339344."
"10851",-1737.20069501051,"PHF20L1..51105."
"1228",-1705.43991060068,"ATP6V0C..527."
"4942",-1691.32655997734,"FAHD2B..151313."
"5682",-1684.60874703035,"GALNT16..57452."
"7401",-1675.55908149995,"JSRP1..126306."
"8788",-1675.07888665906,"MED9..55090."
"4361",-1667.89334200073,"DYDC1..143241."
"14005",-1663.35500968722,"SP5..389058."
"253",-1660.84395252431,"ADAM21..8747."
"15538",-1658.64638942126,"TPD52L1..7164."
"1258",-1641.90437771883,"ATR..545."
"5994",-1631.78397729761,"GNB5..10681."
"13113",-1602.36615636435,"SERPINB9..5272."
"4964",-1577.99854174902,"FAM120AOS..158293."
"6154",-1575.12028035983,"GPR55..9290."
"1484",-1549.76353114002,"BIK..638."
"4077",-1515.42016634821,"DLGAP3..58512."
"2057",-1515.23831037925,"CALCA..796."
"10505",-1512.07829970608,"PAX1..5075."
"1743",-1497.31453584138,"C17orf58..284018."
"6857",-1459.44663193905,"HTR1D..3352."
"13095",-1416.76194005487,"SERPINA12..145264."
"574",-1340.15643610671,"ALOX15B..247."
"9795",-1244.33654252887,"NIM1K..167359."
"3898",-1235.55173499843,"DDX50..79009."
"15786",-1230.57257830358,"TSPAN13..27075."
"584",-1170.52762342598,"ALPP..250."
"11718",-1148.26787266524,"PSMD6..9861."
"15072",-1138.82592464671,"TLR4..7099."
"10143",-1112.57277084037,"NUMBL..9253."
"12879",-1112.50623768357,"SBNO1..55206."
"1407",-1070.6553542355,"BCKDHB..594."
"4684",-1048.48858297463,"ENTHD1..150350."
"8329",-1008.14541540437,"LRRC4B..94030."
"570",-968.98087632356,"ALMS1..7840."
"10917",-889.445407878486,"PIGM..93183."
"10609",-870.431680703585,"PCK1..5105."
"8438",-858.8704201726,"LYG1..129530."
"11738",-853.749513993514,"PSTPIP1..9051."
"1826",-729.260882123624,"C1orf56..54964."
"15001",-717.789262952978,"TICRR..90381."
"10312",-690.929400437145,"OSER1..51526."
"10553",-689.536964934669,"PCDHA13..56136."
"5824",-680.171685615107,"GFRAL..389400."
"12603",-678.142224336247,"RPL32..6161."
"15564",-671.23335885619,"TPRX1..284355."
"2451",-669.082491707677,"CCT8L2..150160."
"271",-642.48465161818,"ADAMTS16..170690."
"16742",-611.938312846892,"ZCCHC7..84186."
"252",-549.402803330755,"ADAM20..8748."
"16393",-542.295691562925,"VWA7..80737."
"7711",-502.571279976581,"KLF3..51274."
"1699",-479.589697135246,"C12orf65..91574."
"12770",-476.747449100421,"RUSC1..23623."
"13009",-438.156435174133,"SEC22A..26984."
"15408",-421.428351072885,"TNFAIP6..7130."
"5291",-414.567270054005,"FDFT1..2222."
"5818",-396.973445706949,"GFPT1..2673."
"11243",-375.573699938132,"POLQ..10721."
"11901",-370.119341110908,"QSOX2..169714."
"7788",-365.514952978212,"KLRF2..100431172."
"4277",-297.14772100834,"DRC7..84229."
"13496",-296.853741680423,"SLC25A44..9673."
"1015",-278.600924227575,"ARNT2..9915."
"1926",-247.635939841592,"C6orf120..387263."
"13517",-228.87681688722,"SLC27A1..376497."
"7796",-205.985545201571,"KMT2D..8085."
"5336",-156.143929933568,"FGF2..2247."
"6181",-144.136694277932,"GPSM1..26086."
"7914",-86.0951335342513,"KRTAP27.1..643812."
"16967",-72.8665195191529,"ZNF286A..57335."
"5620",-62.7423144471393,"G3BP2..9908."
"6912",-51.5940080428614,"ID1..3397."
"13771",-44.2548411694506,"SMAD7..4092."
"4038",30.7199608190112,"DIDO1..11083."
"11627",37.9382703449537,"PRRT3..285368."
"2311",107.785256872977,"CCDC32..90416."
"4041",135.451180047484,"DIO2..1734."
"7524",137.926681414243,"KCNQ3..3786."
"2281",147.440977453447,"CCDC169..728591."
"11058",155.98858187646,"PLCE1..51196."
"7721",266.795872907569,"KLHDC3..116138."
"15478",274.451818212941,"TNS4..84951."
"8309",346.777237035093,"LRRC30..339291."
"4649",352.953936220808,"EMP2..2013."
"17048",355.758990571284,"ZNF439..90594."
"3212",380.263344362209,"COL10A1..1300."
"4048",394.611336966213,"DIRAS3..9077."
"32",395.187107402773,"ABCA1..19."
"7135",421.648899701308,"IMMP2L..83943."
"2807",448.959683820081,"CFAP97..57587."
"12035",463.146945364308,"RALY..22913."
"866",467.467230242591,"ARAP1..116985."
"13769",467.995577435905,"SMAD4..4089."
"16666",477.737750342598,"ZBED8..63920."
"11399",520.21138407533,"PPP1R3E..90673."
"1467",525.031897719505,"BGN..633."
"13064",527.035229955057,"SEMA6A..57556."
"7267",551.780999505821,"IRF9..10379."
"930",564.633329323733,"ARHGEF12..23365."
"13901",565.620339607392,"SNRPF..6636."
"5907",585.537653051058,"GLCCI1..113263."
"5947",699.85959930817,"GLTPD2..388323."
"12881",751.290135802049,"SBSN..374897."
"2208",795.791161598826,"CBLL2..158506."
"496",802.89737511525,"AKAP9..10142."
"871",857.063881727123,"AREG..374."
"16202",967.028787669236,"USP3..9960."
"12740",983.965121095705,"RTL8B..441518."
"10765",1042.21367820197,"PEX11B..8799."
"3812",1081.85824687584,"DCANP1..140947."
"6953",1114.2459708084,"IFITM5..387733."
"4347",1163.30228804472,"DUSP28..285193."
"5855",1174.48733836356,"GIGYF2..26058."
"1225",1224.18802486584,"ATP6V0A2..23545."
"1888",1235.51422376903,"C3orf52..79669."
"7969",1253.36818367412,"LAMA3..3909."
"14138",1350.72910889038,"SPRED1..161742."
"12223",1370.28633688587,"RECQL..5965."
"4540",1375.56911598911,"EIF2S2..8894."
"9818",1393.9712273456,"NKAP..79576."
"10057",1465.81480651765,"NSF..4905."
"2900",1469.06179915717,"CHRM2..1129."
"9494",1500.74731154034,"NAA80..24142."
"3252",1567.78916087971,"COL9A1..1297."
"3937",1584.48230498682,"DEFB132..400830."
"4032",1587.44885148847,"DHX9..1660."
"14215",1595.3562944037,"SRRM4..84530."
"4216",1603.44045867213,"DOK1..1796."
"1999",1634.01144284979,"CA7..766."
"13312",1650.48377503094,"SIM2..6493."
"15678",1659.76933395278,"TRIM61..391712."
"11372",1723.91460457184,"PPP1R13B..23368."
"14401",1738.28034988348,"STX11..8676."
"14329",1747.70417695041,"STC1..6781."
"8420",1802.49325247061,"LUZP2..338645."
"10515",1838.37718746097,"PAXIP1..22976."
"7295",1870.70250918026,"ISX..91464."
"2516",1887.02757217658,"CD7..924."
"10740",1921.82578676137,"PEAR1..375033."
"17182",1946.65864992109,"ZNF625..90589."
"4381",1950.17043629828,"DYRK3..8444."
"5317",2012.90577577553,"FFAR3..2865."
"8365",2076.28291394229,"LRRN3..54674."
"17107",2084.71880154217,"ZNF534..147658."
"5302",2133.19988234402,"FER..2241."
"12681",2165.65830986836,"RRAGB..10325."
"6574",2192.76386693946,"HIST1H2BE..8344."
"10681",2196.34877449468,"PDE9A..5152."
"10600",2206.4670727242,"PCED1B..91523."
"1048",2218.5096963295,"ART4..420."
"7838",2294.52141207349,"KRT23..25984."
"1712",2310.11455619187,"C15orf39..56905."
"4877",2312.35658068656,"EXOG..9941."
"14562",2316.32683252382,"TAAR2..9287."
"11794",2316.44060770302,"PTPA..5524."
"5366",2323.91888198428,"FHL1..2273."
"10958",2333.23176312302,"PINK1..65018."
"6545",2345.18075795,"HINT1..3094."
"10048",2377.24145759516,"NRTN..4902."
"16919",2408.2164703867,"ZNF215..7762."
"7305",2470.09698520515,"ITGA2B..3674."
"10627",2505.12479725883,"PCP4L1..654790."
"2136",2543.34719016375,"CARD14..79092."
"9067",2583.81866971855,"MOV10..4343."
"13272",2587.06890583882,"SHLD1..149840."
"9455",2591.71399351473,"MYOCD..93649."
"8886",2624.52769424205,"MGA..23269."
"6516",2647.3769314913,"HGD..3081."
"14036",2654.91888926651,"SPATA17..128153."
"11196",2659.32572016568,"PNOC..5368."
"9290",2672.94778203815,"MTFR1..9650."
"4975",2673.85621200836,"FAM129B..64855."
"1501",2695.63429788955,"BLOC1S1..2647."
"11639",2697.19577886338,"PRSS33..260429."
"6675",2729.75777790281,"HNF1B..6928."
"447",2734.35376838355,"AHNAK..79026."
"4700",2741.22068885298,"EPB41..2035."
"12095",2751.55037530305,"RASIP1..54922."
"5097",2767.77170508729,"FAM43A..131583."
"883",2784.29340271792,"ARFGEF3..57221."
"2699",2807.09866315624,"CELSR3..1951."
"16046",2841.33112763938,"UBQLN4..56893."
"14989",2894.78172616525,"THUMPD1..55623."
"9126",2908.87667661201,"MRM2..29960."
"9240",2951.03782710703,"MSH3..4437."
"4472",2973.32511302511,"EFCAB5..374786."
"3393",3006.62865589581,"CPXM1..56265."
"17117",3065.11953720651,"ZNF550..162972."
"11703",3076.07374667259,"PSMC3..5702."
"12965",3088.76426988505,"SCUBE3..222663."
"13859",3145.11645963074,"SMYD5..10322."
"10460",3147.85932264523,"PAPSS2..9060."
"8996",3224.68575793174,"MMGT1..93380."
"10720",3244.66649638839,"PDSS2..57107."
"9517",3275.85556077939,"NAGS..162417."
"8585",3297.41948950505,"MAP3K2..10746."
"6623",3326.8859141125,"HLA.DMA..3108."
"6357",3334.17443935805,"H1FOO..132243."
"14970",3342.17165600476,"THG1L..54974."
"10338",3349.86853204734,"OTUD1..220213."
"1671",3369.35836419281,"C11orf49..79096."
"3840",3371.51136256288,"DCTN3..11258."
"5811",3389.92349163382,"GFER..2671."
"9775",3398.41029098216,"NGEF..25791."
"7555",3418.305888924,"KCTD8..386617."
"8042",3452.78461208033,"LCN9..392399."
"2353",3474.18181911775,"CCDC87..55231."
"16578",3477.9223852878,"XKR7..343702."
"4911",3484.8124581114,"F2RL2..2151."
"11229",3493.77043689506,"POLD4..57804."
"6979",3504.45982341615,"IFT22..64792."
"581",3558.57831772999,"ALPK2..115701."
"12722",3585.21997054825,"RSRC1..51319."
"3824",3623.44957886756,"DCLK2..166614."
"4746",3636.39424261526,"EPS8L2..64787."
"14616",3689.26264798146,"TANC1..85461."
"757",3760.72326828428,"AP1AR..55435."
"7100",3776.97166828063,"IL2RA..3559."
"282",3786.93744125102,"ADAMTS8..11095."
"6721",3798.64903306646,"HOXA9..3205."
"17327",3872.50539763278,"ZNF880..400713."
"6707",3902.38191336855,"HOOK3..84376."
"2404",3906.82047468002,"CCND1..595."
"2922",3914.29392538114,"CHST11..50515."
"15175",3920.40167172664,"TMEM14B..81853."
"8159",3932.89515921522,"LIN7C..55327."
"17181",3952.61858016756,"ZNF624..57547."
"171",3958.51811229613,"ACOXL..55289."
"3076",3979.57306383054,"CLP1..10978."
"5758",3989.7845746862,"GCG..2641."
"5630",3998.79688394759,"GABARAP..11337."
"10519",4016.93496847379,"PBLD..64081."
"806",4090.05554610891,"APLF..200558."
"15111",4105.15943086787,"TMCC2..9911."
"6250",4137.35374894913,"GRN..2896."
"9089",4138.39760584702,"MPP4..58538."
"10030",4155.47438675479,"NRF1..4899."
"13431",4160.03889914506,"SLC22A10..387775."
"13059",4161.90017318618,"SEMA4D..10507."
"2744",4178.93115936064,"CEP41..95681."
"5182",4212.95618486566,"FAT2..2196."
"561",4218.52730271043,"ALKBH1..8846."
"12496",4276.61312628188,"RNF2..6045."
"9716",4323.12386346631,"NEPRO..25871."
"16735",4347.97606027423,"ZCCHC14..23174."
"2485",4378.09062071898,"CD300LD..100131439."
"12234",4382.75468148018,"REG3G..130120."
"14604",4398.21731981792,"TAF7L..54457."
"11955",4414.23110486646,"RAB3D..9545."
"14543",4450.58251186022,"SYT16..83851."
"5533",4472.46392926843,"FRMD6..122786."
"7705",4490.52395045759,"KLF13..51621."
"2930",4493.49372674829,"CHST5..23563."
"10564",4503.00926976435,"PCDHB1..29930."
"15561",4538.97725702938,"TPRG1L..127262."
"16596",4557.23308518309,"XRCC3..7517."
"13085",4557.97503512059,"SERINC1..57515."
"7887",4565.72465213207,"KRTAP12.2..353323."
"3773",4578.08370144001,"DAPL1..92196."
"10049",4582.3549952904,"NRXN1..9378."
"332",4606.28914335974,"ADGRG3..222487."
"2775",4615.63879240042,"CES4A..283848."
"10045",4615.8510818659,"NRROS..375387."
"307",4617.81752350045,"ADCY7..113."
"13542",4629.54550161955,"SLC2A7..155184."
"9150",4657.64805023368,"MRPL23..6150."
"7290",4662.84751693304,"ISM1..140862."
"1948",4685.84187259838,"C7orf43..55262."
"5502",4703.01515390736,"FOXO4..4303."
"13347",4743.52847722909,"SKIL..6498."
"16499",4755.53413030158,"WFDC13..164237."
"6031",4765.45306105592,"GOLIM4..27333."
"1324",4776.32340452071,"B4GALNT1..2583."
"7227",4804.21493378239,"IPPK..64768."
"6220",4892.7402486573,"GRID2IP..392862."
"4728",4951.58756635895,"EPHX1..2052."
"9112",4953.74667495075,"MREG..55686."
"13398",4989.16023430357,"SLC16A3..9123."
"14597",5051.34969117296,"TAF4..6874."
"4704",5058.70128149997,"EPB41L4A..64097."
"13599",5074.4110484651,"SLC38A11..151258."
"12287",5077.81509101603,"RFTN1..23180."
"11279",5113.08541402617,"POMT2..29954."
"7088",5115.09301840125,"IL21..59067."
"6615",5124.12783018744,"HK1..3098."
"6863",5216.49055186199,"HTR3A..3359."
"12196",5245.26344220442,"RCC2..55920."
"15646",5297.21305841591,"TRIM28..10155."
"9073",5340.60548964119,"MPDZ..8777."
"6655",5364.85751011802,"HMGB4..127540."
"12667",5378.70238691199,"RPS6KC1..26750."
"2078",5407.6079917354,"CALR..811."
"928",5437.35599352994,"ARHGEF10L..55160."
"7823",5440.06230629532,"KREMEN2..79412."
"3664",5446.52640791486,"CYB5D1..124637."
"12797",5482.42402010609,"S100A2..6273."
"7845",5490.16651309188,"KRT31..3881."
"14701",5521.84144085906,"TBC1D8B..54885."
"7680",5546.73855203093,"KIFC3..3801."
"2509",5562.48827989906,"CD58..965."
"7606",5601.87720885582,"KIAA0753..9851."
"13714",5620.06313813227,"SLC9A3R1..9368."
"7819",5625.70802885196,"KRBA2..124751."
"15812",5662.87140619077,"TSPYL6..388951."
"3847",5666.5334508298,"DCUN1D3..123879."
"10591",5670.44772614226,"PCDHGB2..56103."
"15990",5683.64732192363,"UBD..10537."
"14900",5700.69380285225,"TFB1M..51106."
"6287",5721.87085286586,"GSTM5..2949."
"7360",5766.1048171822,"IZUMO1..284359."
"634",5773.94149801254,"ANAPC7..51434."
"970",5784.59364634536,"ARL14EP..120534."
"15451",5789.0006430511,"TNKS..8658."
"6451",5800.51324594123,"HDDC2..51020."
"5797",5810.09454337796,"GDPD3..79153."
"15322",5810.57997975248,"TMEM52B..120939."
"9618",5814.32156629387,"NDRG2..57447."
"2379",5818.41960779157,"CCL18..6362."
"14245",5818.62816243186,"SSNA1..8636."
"16643",5839.5638166564,"YTHDF1..54915."
"14569",5850.30936073453,"TAC1..6863."
"14984",5851.72341641585,"THRSP..7069."
"3669",5859.49524723302,"CYB5R4..51167."
"7601",5889.69161764564,"KIAA0391..9692."
"9101",5892.7769391279,"MPZ..4359."
"16430",5949.66085483573,"WDR13..64743."
"12437",5969.17795387049,"RNASEH1..246243."
"11128",5975.07756335513,"PLPP1..8611."
"15347",6000.80809100045,"TMEM82..388595."
"11590",6013.89646685648,"PRPSAP1..5635."
"4463",6084.7741231748,"EEFSEC..60678."
"11805",6164.76982184342,"PTPN22..26191."
"455",6172.28010624663,"AIDA..64853."
"1147",6183.68690340292,"ATG16L1..55054."
"11298",6201.38155845531,"POU2F1..5451."
"11329",6203.78677335776,"PPFIA1..8500."
"3908",6206.72262511072,"DDX60..55601."
"10380",6219.96092672155,"P2RY4..5030."
"16927",6236.38571880488,"ZNF225..7768."
"16246",6257.20754677606,"UTP6..55813."
"4446",6310.39081002869,"EDNRB..1910."
"7665",6331.96646673951,"KIF2B..84643."
"14525",6354.8651546231,"SYNJ2..8871."
"16369",6399.66120298749,"VSIG2..23584."
"14555",6415.98368860483,"SYTL3..94120."
"5611",6488.54204437311,"FZD5..7855."
"3228",6537.06145217524,"COL23A1..91522."
"2178",6547.64380952734,"CAST..831."
"1123",6670.3988885312,"ATAD2..29028."
"6480",6701.80582707839,"HELT..391723."
"993",6744.67876142692,"ARMC12..221481."
"2478",6772.91427141969,"CD274..29126."
"900",6785.37751513191,"ARHGAP21..57584."
"967",6805.51763574663,"ARL13A..392509."
"9082",6816.63995312959,"MPL..4352."
"7131",6826.91089867139,"ILK..3611."
"4946",6843.9223987097,"FAM102B..284611."
"7013",6856.69374689414,"IGFN1..91156."
"11377",6880.18726520142,"PPP1R14D..54866."
"13386",6890.01036270763,"SLC14A2..8170."
"16360",6924.33808268109,"VPS8..23355."
"3736",6949.45936975231,"CYP8B1..1582."
"17257",6965.57851713419,"ZNF749..388567."
"4947",7024.78143221015,"FAM104A..84923."
"12466",7129.06814351235,"RNF138..51444."
"15003",7158.74046884685,"TIFA..92610."
"10995",7180.43607735824,"PKD2..5311."
"11133",7208.40695815228,"PLPP6..403313."
"13196",7260.66407027482,"SGK1..6446."
"14538",7271.81667951651,"SYT11..23208."
"8241",7297.13987573042,"LPCAT2..54947."
"15841",7298.73095540043,"TTC26..79989."
"10457",7312.54670064138,"PAPPA..5069."
"12900",7323.3178024744,"SCARF1..8578."
"17359",7325.2202683852,"ZSCAN16..80345."
"13613",7326.58858185573,"SLC39A2..29986."
"2267",7349.42697777896,"CCDC148..130940."
"6469",7357.59054473823,"HEBP2..23593."
"9664",7443.91600027019,"NDUFS4..4724."
"15249",7506.79903264956,"TMEM218..219854."
"14115",7508.37247442106,"SPINT3..10816."
"17095",7515.87631637889,"ZNF514..84874."
"9298",7535.33023715091,"MTHFD2L..441024."
"1940",7549.16052114888,"C6orf58..352999."
"16718",7550.23696338897,"ZC3H13..23091."
"10852",7561.14803875601,"PHF21A..51317."
"15798",7591.43842446407,"TSPAN4..7106."
"6859",7601.24790691683,"HTR1F..3355."
"3677",7625.25856526479,"CYFIP1..23191."
"13836",7631.71782557064,"SMOC1..64093."
"3079",7649.34315428303,"CLPS..1208."
"11389",7653.92410848069,"PPP1R26..9858."
"943",7685.97007626604,"ARHGEF38..54848."
"6103",7787.6737739462,"GPR137..56834."
"1715",7847.51691133973,"C15orf48..84419."
"9696",7881.86259161684,"NEK11..79858."
"1814",8026.26981388886,"C1orf194..127003."
"4642",8079.04576434565,"EML1..2009."
"2443",8121.36145787127,"CCT2..10576."
"15043",8177.74082215712,"TJP1..7082."
"208",8200.10341512884,"ACTL6A..86."
"13017",8215.80663602447,"SEC24D..9871."
"9936",8231.25579103456,"NOV..4856."
"2691",8328.1680837749,"CELF1..10658."
"8862",8354.8518623549,"MFF..56947."
"11295",8356.68292220866,"POTEI..653269."
"9154",8363.4543388963,"MRPL3..11222."
"15928",8377.288600627,"TWF1..5756."
"12625",8403.62564860463,"RPP21..79897."
"4555",8439.96264169714,"EIF4A2..1974."
"4462",8446.54100339289,"EEF2KMT..196483."
"17275",8498.87884506867,"ZNF777..27153."
"8595",8503.75799735543,"MAP3K9..4293."
"1509",8505.79017362149,"BLZF1..8548."
"5498",8514.11005272469,"FOXN3..1112."
"3247",8515.45264500447,"COL6A3..1293."
"1325",8556.01319614815,"B4GALNT2..124872."
"6537",8589.04910246047,"HIF3A..64344."
"8597",8620.25820589747,"MAP4K1..11184."
"14271",8630.53957720462,"ST3GAL2..6483."
"8261",8642.60608635987,"LRFN4..78999."
"3775",8667.59187742352,"DARS..1615."
"9146",8729.21626124887,"MRPL2..51069."
"14293",8741.81583719496,"STAB1..23166."
"6441",8747.9164851354,"HDAC11..79885."
"14850",8758.62542013488,"TEPP..374739."
"4379",8790.97873677168,"DYRK1B..9149."
"4745",8857.22062034332,"EPS8L1..54869."
"16726",8858.11949218587,"ZC3H7B..23264."
"3624",8925.39625329478,"CX3CL1..6376."
"835",8949.3847956823,"APOL1..8542."
"377",8984.0044201373,"ADRB2..154."
"6",9045.24804944524,"A4GALT..53947."
"4189",9090.21930312444,"DNLZ..728489."
"10080",9095.23451757995,"NT5C3B..115024."
"17152",9201.46510571611,"ZNF585A..199704."
"9579",9237.19690389463,"NCF1..653361."
"8330",9271.4546997439,"LRRC4C..57689."
"16511",9295.93153574899,"WIF1..11197."
"14316",9360.00263580143,"STARD8..9754."
"7410",9377.25536719592,"KANK2..25959."
"15328",9411.96058543742,"TMEM60..85025."
"16131",9414.9307382958,"UNC5C..8633."
"5393",9441.42501636404,"FKBP1B..2281."
"8345",9485.56482599928,"LRRC73..221424."
"11858",9503.61812855127,"PWP1..11137."
"11758",9531.08104385302,"PTF1A..256297."
"12759",9535.79657109659,"RUBCNL..80183."
"15924",9538.86441530982,"TUT1..64852."
"12752",9547.50779255114,"RTP2..344892."
"4233",9552.50652872056,"DPEP3..64180."
"11840",9612.25478288548,"PTX4..390667."
"10328",9660.38377003054,"OTOG..340990."
"4552",9671.72143207968,"EIF3L..51386."
"1178",9691.09469385244,"ATP13A2..23400."
"6722",9708.78647496251,"HOXB1..3211."
"10991",9711.06182133056,"PJA2..9867."
"2539",9748.22440880204,"CDC14B..8555."
"12977",9801.71862415622,"SDE2..163859."
"1998",9819.04193617692,"CA6..765."
"7849",9843.93290219396,"KRT35..3886."
"2614",9897.69367199482,"CDK16..5127."
"5881",9956.9580012063,"GJA8..2703."
"5217",10026.093200431,"FBXL7..23194."
"4146",10034.3697217959,"DNAJB7..150353."
"14364",10065.3761646694,"STKLD1..169436."
"15310",10084.6761848017,"TMEM41A..90407."
"2806",10098.8484013411,"CFAP77..389799."
"15977",10118.1470516572,"UBA52..7311."
"14153",10133.4482065424,"SPRYD4..283377."
"5413",10133.9928326024,"FLNC..2318."
"10984",10137.4708962794,"PITX2..5308."
"10688",10145.5355700314,"PDGFRB..5159."
"9825",10162.6556885137,"NKIRAS2..28511."
"529",10168.6203009722,"ALDH1L1..10840."
"15934",10210.0929846854,"TWSG1..57045."
"20",10274.0206618447,"AANAT..15."
"17050",10316.4956491982,"ZNF440..126070."
"8815",10319.5061988378,"MEP1B..4225."
"11578",10360.4076484672,"PRPF39..55015."
"17183",10396.3239807819,"ZNF627..199692."
"10415",10441.2784294957,"PAFAH1B3..5050."
"13443",10448.9962632052,"SLC22A3..6581."
"15702",10475.6962886649,"TRIR..79002."
"14236",10477.6526475713,"SSBP3..23648."
"16993",10487.5350924323,"ZNF337..26152."
"13309",10503.4642491703,"SIKE1..80143."
"7234",10530.7803696086,"IQCF2..389123."
"15298",10553.4419512698,"TMEM30A..55754."
"11903",10566.5655450763,"QTRT2..79691."
"9425",10576.3548204025,"MYLK3..91807."
"14296",10593.7934114873,"STAC2..342667."
"14802",10605.5916392649,"TDO2..6999."
"12184",10693.9973077173,"RBPMS2..348093."
"9529",10754.7146039295,"NAP1L2..4674."
"12594",10760.6048638027,"RPL24..6152."
"8247",10793.1850369909,"LPIN3..64900."
"8583",10814.4837154773,"MAP3K13..9175."
"3028",10815.0456458725,"CLEC17A..388512."
"7491",10852.1702835838,"KCNJ2..3759."
"5626",10901.9803790473,"GAB1..2549."
