"","importance","x_names"
"5667",-17118.6580378194,"GAL3ST3..89792."
"2080",-17079.2468610384,"CALU..813."
"8602",-16988.9753820095,"MAP6D1..79929."
"3984",-16947.4688082172,"DGKA..1606."
"1792",-16934.0905733466,"C1QTNF7..114905."
"14043",-16902.0983528592,"SPATA24..202051."
"13142",-16863.8372996479,"SETD6..79918."
"11817",-16834.8557057557,"PTPRE..5791."
"2399",-16822.5307967469,"CCNB1..891."
"9393",-16815.6606123524,"MYEOV..26579."
"10981",-16814.8080594238,"PITPNM3..83394."
"16738",-16788.6601906329,"ZCCHC2..54877."
"14730",-16765.2723548172,"TBX20..57057."
"2770",-16732.0228536036,"CERS5..91012."
"2156",-16731.8654923273,"CASC10..399726."
"7539",-16725.1197748498,"KCTD12..115207."
"8891",-16679.2153836349,"MGAT3..4248."
"7072",-16668.8861388026,"IL19..29949."
"17119",-16633.4996031914,"ZNF552..79818."
"8245",-16606.7630099162,"LPIN1..23175."
"5117",-16598.0161368092,"FAM71B..153745."
"5061",-16595.7749561481,"FAM20B..9917."
"1892",-16555.1506935401,"C3orf70..285382."
"4768",-16552.133303423,"ERCC6L..54821."
"8928",-16503.0091401403,"MIEN1..84299."
"8096",-16454.3858324186,"LGALS2..3957."
"607",-16437.8147459952,"AMIGO2..347902."
"15323",-16419.9837915238,"TMEM53..79639."
"3214",-16409.0470197701,"COL11A2..1302."
"2346",-16406.1393921568,"CCDC82..79780."
"13409",-16405.0079349099,"SLC17A5..26503."
"7979",-16374.1093365202,"LAMP1..3916."
"9814",-16311.0645733893,"NIT2..56954."
"6278",-16269.5516413617,"GSS..2937."
"10624",-16206.5352726933,"PCOLCE2..26577."
"16459",-16115.1848299501,"WDR55..54853."
"15640",-16105.978110279,"TRIM22..10346."
"8414",-16069.6606667709,"LUC7L2..51631."
"9604",-16060.6291041365,"NCR3LG1..374383."
"3798",-16055.1900081095,"DCAF12L2..340578."
"12155",-16028.1874806222,"RBM41..55285."
"6270",-16006.7809300192,"GSG1L..146395."
"11585",-15983.2884123359,"PRPH..5630."
"14736",-15978.2174275128,"TBX6..6911."
"5925",-15943.6846108622,"GLMP..112770."
"7913",-15915.0218172588,"KRTAP26.1..388818."
"13768",-15910.1604632099,"SMAD3..4088."
"12306",-15884.5550090316,"RGN..9104."
"14588",-15878.2183141153,"TAF13..6884."
"13039",-15877.3023722719,"SELENON..57190."
"6049",-15834.6457789067,"GP1BB..2812."
"3926",-15815.0744179895,"DEFB116..245930."
"15236",-15757.045705863,"TMEM205..374882."
"3065",-15681.3999598994,"CLK4..57396."
"16316",-15675.7389201339,"VMA21..203547."
"4720",-15650.0041124959,"EPHA6..285220."
"13876",-15603.2823328285,"SNCB..6620."
"3011",-15598.78503537,"CLDN23..137075."
"6943",-15584.61525831,"IFI6..2537."
"8727",-15584.1536413698,"MCPH1..79648."
"10078",-15506.3578126824,"NT5C2..22978."
"15063",-15487.0503381468,"TLL1..7092."
"11968",-15485.9106643057,"RAB5A..5868."
"6040",-15485.257284275,"GORAB..92344."
"7590",-15478.5004855719,"KHDRBS1..10657."
"3563",-15477.0987035812,"CTLA4..1493."
"16957",-15476.1351318843,"ZNF28..7576."
"14998",-15463.4319652176,"TIAM2..26230."
"10165",-15413.2388527644,"NUP98..4928."
"6194",-15412.6442857016,"GRAMD1A..57655."
"12486",-15391.0279861383,"RNF170..81790."
"4952",-15385.5871016737,"FAM110B..90362."
"12125",-15336.6519963856,"RBFA..79863."
"5628",-15329.3351311222,"GAB3..139716."
"14285",-15326.8436975878,"ST7..7982."
"1483",-15308.5861826209,"BID..637."
"5174",-15303.9375341272,"FASLG..356."
"5720",-15242.7513449362,"GAS6..2621."
"9834",-15238.5007617842,"NKX2.8..26257."
"9839",-15208.6908615865,"NKX6.3..157848."
"12484",-15208.030299929,"RNF169..254225."
"2146",-15158.2403902212,"CARM1..10498."
"7921",-15142.0954516083,"KRTAP4.5..85289."
"12278",-15079.0802699408,"RFFL..117584."
"11717",-15035.7728330232,"PSMD5..5711."
"10217",-14989.6205041063,"OCSTAMP..128506."
"1918",-14955.8757146424,"C5orf49..134121."
"7941",-14950.9640178443,"KSR2..283455."
"10334",-14923.8298978142,"OTOS..150677."
"6600",-14904.0323562992,"HIST1H4H..8365."
"7578",-14887.6424843299,"KDM6B..23135."
"719",-14863.7892444293,"ANKS6..203286."
"9602",-14793.940431231,"NCR2..9436."
"7955",-14734.7205258081,"L3MBTL3..84456."
"3243",-14666.4887375631,"COL5A2..1290."
"528",-14594.6275884954,"ALDH1B1..219."
"13991",-14578.7032666999,"SOX4..6659."
"6551",-14574.4540143333,"HIPK3..10114."
"2454",-14505.4159030271,"CD14..929."
"10368",-14498.7464058146,"P2RX3..5024."
"9344",-14474.9846089283,"MUC22..100507679."
"15376",-14427.4809265475,"TMPO..7112."
"7975",-14402.8146582982,"LAMB4..22798."
"3257",-14394.5377116994,"COLEC11..78989."
"5547",-14382.0215695491,"FSCN1..6624."
"15945",-14341.8129269333,"TXNDC17..84817."
"8021",-14340.268689648,"LCAT..3931."
"613",-14287.6202351357,"AMOT..154796."
"2331",-14285.5748893861,"CCDC65..85478."
"11988",-14281.8989381798,"RABIF..5877."
"10234",-14225.1198697985,"OGFOD1..55239."
"16432",-14219.1201086976,"WDR18..57418."
"10066",-14190.3692586189,"NSMCE4A..54780."
"11050",-14143.9787665406,"PLBD1..79887."
"2111",-14138.5863847997,"CAPN10..11132."
"1323",-14136.0715577331,"B3GNTL1..146712."
"3016",-14126.674174269,"CLDN6..9074."
"10835",-14094.6592165193,"PHB2..11331."
"10401",-14092.1830207052,"PACRGL..133015."
"2436",-14089.0233083473,"CCR8..1237."
"16969",-14085.9892204176,"ZNF287..57336."
"2240",-14078.2829610638,"CCDC112..153733."
"6156",-14078.2116100884,"GPR61..83873."
"14965",-14068.7971698498,"THEM4..117145."
"270",-14044.2905090469,"ADAMTS15..170689."
"5841",-13987.3450353323,"GGTLC2..91227."
"14315",-13985.2097764531,"STARD7..56910."
"13444",-13928.8017954241,"SLC22A4..6583."
"7535",-13895.8500896815,"KCNV2..169522."
"859",-13874.1867315899,"AQP6..363."
"16734",-13809.4973885835,"ZCCHC13..389874."
"13341",-13762.1590515646,"SKA2..348235."
"3445",-13693.4614947966,"CRLS1..54675."
"15886",-13675.4881276155,"TTR..7276."
"321",-13668.1398986986,"ADGRD1..283383."
"5559",-13643.7911605053,"FSTL3..10272."
"4802",-13638.3533910786,"ERV3.1..2086."
"15832",-13596.5437186529,"TTC16..158248."
"10598",-13590.1105943891,"PCDHGC5..56097."
"4683",-13563.2287345903,"ENSA..2029."
"16306",-13500.5023267644,"VIM..7431."
"8080",-13498.7855028974,"LENG9..94059."
"7754",-13495.4519941296,"KLHL38..340359."
"6954",-13493.8025707681,"IFNA10..3446."
"10810",-13491.2307030035,"PGGT1B..5229."
"414",-13457.0137706603,"AGFG2..3268."
"13454",-13441.5780390893,"SLC24A2..25769."
"7633",-13340.6355385257,"KIAA1755..85449."
"17232",-13315.293346208,"ZNF703..80139."
"4207",-13313.971522937,"DOCK2..1794."
"11906",-13286.3027256947,"R3HDM1..23518."
"4090",-13285.3914107341,"DLX5..1749."
"7639",-13276.4979946084,"KIF12..113220."
"13644",-13258.5681170167,"SLC49A3..84179."
"2212",-13213.8697620646,"CBLN4..140689."
"16299",-13201.5929975629,"VGLL1..51442."
"4963",-13184.4940368113,"FAM120A..23196."
"14047",-13108.8742106762,"SPATA31D1..389763."
"6188",-13066.6872960583,"GPX3..2878."
"10884",-13055.3927646761,"PHYH..5264."
"11006",-13053.3234390773,"PKM..5315."
"13820",-13030.5458811329,"SMIM20..389203."
"9917",-12989.9799530436,"NOP14..8602."
"14783",-12908.8161722459,"TCOF1..6949."
"11697",-12880.8060507843,"PSMB6..5694."
"6450",-12864.2089824725,"HDC..3067."
"16227",-12827.6773394878,"USP54..159195."
"2273",-12819.2085346445,"CCDC153..283152."
"1788",-12783.8623902934,"C1QTNF3..114899."
"11556",-12730.778340122,"PROCR..10544."
"5301",-12715.1517931978,"FEN1..2237."
"3336",-12672.5053777603,"COX7C..1350."
"11122",-12663.7510814265,"PLOD1..5351."
"2230",-12611.3333016398,"CCAR1..55749."
"8808",-12586.5623389287,"MELK..9833."
"298",-12576.8390541931,"ADCK2..90956."
"1961",-12566.3952496147,"C8orf74..203076."
"1103",-12549.9171897336,"ASNSD1..54529."
"9918",-12503.8424316661,"NOP16..51491."
"10619",-12482.3627402907,"PCNT..5116."
"2575",-12453.139685962,"CDCA8..55143."
"10441",-12426.8533062534,"PAM..5066."
"8710",-12403.9870641067,"MCIDAS..345643."
"2411",-12351.9413778096,"CCNG1..900."
"14981",-12344.769070413,"THRA..7067."
"7605",-12306.2093031603,"KIAA0586..9786."
"8892",-12284.1605629053,"MGAT4A..11320."
"17344",-12282.204454727,"ZNRF4..148066."
"15513",-12275.4324484863,"TOR2A..27433."
"8564",-12251.9728882428,"MAP10..54627."
"8537",-12243.9056038557,"MALSU1..115416."
"939",-12186.5673578534,"ARHGEF28..64283."
"14996",-12164.6995644447,"TIAL1..7073."
"16584",-12139.4868775163,"XPNPEP1..7511."
"5251",-12123.5948387913,"FBXO6..26270."
"13004",-12106.1964282384,"SEC14L4..284904."
"4122",-11955.2148599299,"DNAH11..8701."
"3852",-11935.5194387956,"DDA1..79016."
"8749",-11928.6803829397,"MDN1..23195."
"15327",-11833.9597604694,"TMEM59L..25789."
"1190",-11823.1369021393,"ATP23..91419."
"12076",-11808.001485536,"RARS2..57038."
"13407",-11806.6621302064,"SLC17A3..10786."
"9004",-11716.6564349493,"MMP17..4326."
"13571",-11716.2913981156,"SLC35C1..55343."
"3264",-11705.6137515859,"COMMD2..51122."
"17293",-11643.2785079727,"ZNF80..7634."
"10724",-11628.5347159712,"PDXP..57026."
"3003",-11511.6253323821,"CLDN15..24146."
"12569",-11483.1108631362,"RPF1..80135."
"5126",-11479.9429008232,"FAM78B..149297."
"3071",-11474.3704962868,"CLN6..54982."
"8941",-11411.7620226693,"MINK1..50488."
"1543",-11410.8262247729,"BOLL..66037."
"10706",-11406.1442462594,"PDLIM2..64236."
"8137",-11397.3017613494,"LILRA5..353514."
"15902",-11392.1732631791,"TUBB3..10381."
"5132",-11379.3613788957,"FAM83D..81610."
"15274",-11280.0931961282,"TMEM246..84302."
"14415",-11184.7134964248,"STX8..9482."
"729",-11145.6015491236,"ANO8..57719."
"8876",-11076.5392124281,"MFSD2A..84879."
"11238",-11065.8110777536,"POLI..11201."
"9313",-11045.6055002418,"MTMR6..9107."
"2863",-11022.693047876,"CHI3L1..1116."
"1742",-10996.9162862902,"C17orf53..78995."
"14402",-10995.0717263116,"STX12..23673."
"1890",-10971.5203437526,"C3orf62..375341."
"8163",-10952.8777410299,"LINGO3..645191."
"3674",-10951.8299807176,"CYBRD1..79901."
"6191",-10937.6260564971,"GPX6..257202."
"7011",-10888.8469380393,"IGFL4..444882."
"10569",-10859.9434347641,"PCDHB14..56122."
"11437",-10802.4022144142,"PPRC1..23082."
"5142",-10797.958348404,"FAM8A1..51439."
"6023",-10767.1073062527,"GOLGA1..2800."
"13129",-10749.8793257233,"SERTM1..400120."
"9622",-10724.2330279676,"NDST2..8509."
"5248",-10706.798996792,"FBXO47..494188."
"6661",-10682.6112299437,"HMGN2..3151."
"5451",-10673.7603766107,"FNDC3B..64778."
"8371",-10641.4975221803,"LRRTM4..80059."
"10301",-10630.4412661165,"OSBPL11..114885."
"8164",-10603.3019521387,"LINGO4..339398."
"4529",-10576.3289256573,"EIF2AK1..27102."
"248",-10571.563977605,"ADAM17..6868."
"14699",-10539.4614915095,"TBC1D7..51256."
"11391",-10487.1436665258,"PPP1R32..220004."
"260",-10467.1141576286,"ADAM33..80332."
"5989",-10445.8843624544,"GNB1..2782."
"2323",-10374.5475328453,"CCDC54..84692."
"17068",-10365.9716394953,"ZNF473..25888."
"2243",-10365.3753127713,"CCDC115..84317."
"2400",-10332.5177574276,"CCNB1IP1..57820."
"10577",-10288.6717924458,"PCDHB7..56129."
"6786",-10267.7114914672,"HS3ST1..9957."
"11933",-10251.820914424,"RAB26..25837."
"14",-10206.0163736554,"AADAT..51166."
"2175",-10137.9372438424,"CASQ2..845."
"15821",-10135.1065620176,"TSSK6..83983."
"11795",-10133.6680596531,"PTPDC1..138639."
"372",-10133.2663588134,"ADRA1D..146."
"4102",-10104.0808669515,"DMPK..1760."
"16130",-10096.5352241574,"UNC5B..219699."
"11266",-10081.1223256234,"POLR3H..171568."
"6130",-10035.3088344508,"GPR179..440435."
"7133",-9964.37218573118,"ILVBL..10994."
"12912",-9937.29614892923,"SCGB1D1..10648."
"14739",-9916.28806412034,"TBXT..6862."
"12099",-9899.43920666143,"RASL11B..65997."
"17332",-9861.68824964284,"ZNF93..81931."
"2468",-9861.5853941922,"CD200..4345."
"1495",-9860.75791377781,"BLCAP..10904."
"12693",-9783.90263886953,"RRNAD1..51093."
"7997",-9781.42281758453,"LARP1..23367."
"3717",-9774.1118043165,"CYP3A4..1576."
"16670",-9759.10716799376,"ZBTB10..65986."
"2034",-9757.05950399132,"CACNB3..784."
"10406",-9710.32421835761,"PACSIN3..29763."
"4569",-9665.51293233035,"EIF4H..7458."
"9046",-9665.34780823203,"MOGS..7841."
"11124",-9664.93808988485,"PLOD3..8985."
"1086",-9610.56366257446,"ASF1A..25842."
"6355",-9598.17603925067,"H1F0..3005."
"10613",-9585.61604327334,"PCM1..5108."
"7523",-9560.41327978233,"KCNQ2..3785."
"11027",-9559.81691694184,"PLA2G3..50487."
"4905",-9416.93372553835,"F12..2161."
"7654",-9385.90416010031,"KIF20B..9585."
"11913",-9385.00058987829,"RAB11FIP1..80223."
"16934",-9372.96027355204,"ZNF233..353355."
"11179",-9368.40276592524,"PNCK..139728."
"14639",-9324.80646324281,"TAS2R1..50834."
"13883",-9293.85583575086,"SNORC..389084."
"14650",-9284.53746323736,"TAS2R39..259285."
"2385",-9279.21918323256,"CCL23..6368."
"2983",-9240.00403622162,"CLC..1178."
"3049",-9192.52089724681,"CLGN..1047."
"12968",-9172.45505781633,"SCYL3..57147."
"14844",-9169.62863696662,"TENT4B..64282."
"15255",-9161.27452706449,"TMEM225..338661."
"12642",-9155.25478889592,"RPS16..6217."
"13885",-9133.0261609883,"SNRK..54861."
"7225",-9132.3676620436,"IPO9..55705."
"13191",-9126.12279679851,"SGCE..8910."
"12282",-9123.20814561121,"RFPL1..5988."
"13615",-9089.224238783,"SLC39A4..55630."
"2115",-9028.78550984887,"CAPN14..440854."
"6548",-9024.06903400966,"HIP1..3092."
"10798",-8999.81220003552,"PGAM4..441531."
"17335",-8959.26837185831,"ZNFX1..57169."
"13845",-8939.93412673456,"SMPX..23676."
"8554",-8936.22869964358,"MAN2C1..4123."
"2332",-8930.19855877739,"CCDC66..285331."
"8389",-8916.03669079383,"LSM6..11157."
"2999",-8870.23413169665,"CLDN10..9071."
"7023",-8837.49586150171,"IGSF22..283284."
"13575",-8824.50069715846,"SLC35D3..340146."
"798",-8822.53265537469,"APCS..325."
"3727",-8791.0396578659,"CYP4F2..8529."
"6396",-8750.34143924701,"HARS..3035."
"12861",-8736.79351952098,"SART3..9733."
"4714",-8719.04281645779,"EPHA1..2041."
"1526",-8704.36474289836,"BMS1..9790."
"3168",-8693.7036340246,"CNPY3..10695."
"1896",-8690.60674510821,"C4BPB..725."
"8720",-8677.6033846155,"MCM8..84515."
"8666",-8673.65605974697,"MAZ..4150."
"2630",-8669.78252095193,"CDK6..1021."
"8153",-8632.65306021785,"LIN28B..389421."
"9938",-8621.2497689152,"NOVA2..4858."
"15344",-8596.54155487702,"TMEM79..84283."
"1950",-8539.82270385253,"C7orf57..136288."
"9908",-8488.75990962952,"NOL6..65083."
"12279",-8477.21899925467,"RFK..55312."
"10816",-8475.10302991936,"PGLYRP3..114771."
"9016",-8450.27256701063,"MMP7..4316."
"13485",-8439.50139028825,"SLC25A34..284723."
"3139",-8429.09713283097,"CNIH2..254263."
"9958",-8380.71410362349,"NPDC1..56654."
"14903",-8351.89674431092,"TFCP2L1..29842."
"12331",-8341.21677990373,"RGSL1..353299."
"1774",-8232.77767517727,"C1D..10438."
"1852",-8232.74035308021,"C2CD2L..9854."
"8012",-8226.97339958308,"LAYN..143903."
"7785",-8220.044669408,"KLRC4..8302."
"6467",-8209.76998368801,"HEATR9..256957."
"12040",-8189.42258690798,"RAMP3..10268."
"823",-8134.27168745449,"APOBEC3G..60489."
"6458",-8122.33541529081,"HDHD3..81932."
"14392",-8088.99950580419,"STRN..6801."
"8706",-8087.14605924109,"MCF2L2..23101."
"17038",-8086.80402644223,"ZNF426..79088."
"1436",-8061.15208434148,"BCS1L..617."
"16895",-8022.11885942317,"ZNF174..7727."
"12737",-7809.42195958929,"RTL4..340595."
"11690",-7769.26850248796,"PSMB1..5689."
"16745",-7742.8964369236,"ZCWPW1..55063."
"13069",-7720.54082353589,"SEMG1..6406."
"1153",-7670.35745527576,"ATG4B..23192."
"10083",-7653.98566539962,"NT5DC3..51559."
"10664",-7642.18877965872,"PDE3A..5139."
"7309",-7633.26530100544,"ITGA6..3655."
"2624",-7607.72857107063,"CDK5..1020."
"5238",-7598.5873726963,"FBXO38..81545."
"5565",-7547.02475914774,"FTMT..94033."
"3353",-7524.5360376773,"CPEB3..22849."
"10100",-7467.4636972291,"NTRK2..4915."
"12007",-7435.64158026249,"RAD51AP2..729475."
"7245",-7424.71136291512,"IQGAP3..128239."
"6644",-7388.89604290979,"HMBOX1..79618."
"13157",-7380.62364451792,"SF3B2..10992."
"12080",-7361.83208827464,"RASAL1..8437."
"10255",-7338.75000839903,"OLIG2..10215."
"9064",-7283.72683903484,"MOSPD1..56180."
"4741",-7276.07160226612,"EPRS..2058."
"13461",-7275.68731762164,"SLC25A12..8604."
"6296",-7272.01040895992,"GTF2A1L..11036."
"8269",-7177.73755198924,"LRIT1..26103."
"9169",-7152.41014032291,"MRPL44..65080."
"9639",-7144.08620095244,"NDUFAB1..4706."
"6875",-7116.33273664624,"HTRA4..203100."
"13961",-7089.1649359424,"SORBS1..10580."
"12343",-7086.5215727826,"RHD..6007."
"10052",-7077.88435938222,"NSA2..10412."
"7271",-7067.31936693213,"IRS1..3667."
"3671",-7016.67267485292,"CYBA..1535."
"4040",-6997.6854998294,"DIO1..1733."
"14165",-6975.76651383964,"SPTBN5..51332."
"14028",-6972.74946039574,"SPANXN4..441525."
"2644",-6964.38753997364,"CDKN2AIP..55602."
"13145",-6876.16256951718,"SETDB1..9869."
"907",-6852.72545766465,"ARHGAP28..79822."
"9272",-6843.79056375468,"MTA1..9112."
"3205",-6808.20938796353,"COG3..83548."
"14818",-6777.42948319983,"TEAD4..7004."
"2073",-6739.89380315122,"CALML3..810."
"7415",-6711.33527136408,"KANSL2..54934."
"625",-6685.72008290231,"ANAPC1..64682."
"11557",-6656.03132594863,"PRODH..5625."
"10015",-6635.08114848447,"NR4A2..4929."
"9793",-6613.38367017145,"NIF3L1..60491."
"10727",-6595.80579406817,"PDZD2..23037."
"6867",-6594.0307583491,"HTR3E..285242."
"1635",-6584.80192706544,"BTN3A1..11119."
"12753",-6573.55234713651,"RTP3..83597."
"1556",-6546.75694972688,"BPIFB1..92747."
"8751",-6535.23876243677,"ME1..4199."
"8486",-6512.47253937297,"MAD2L2..10459."
"15963",-6474.4816331319,"TYSND1..219743."
"13891",-6410.78331371962,"SNRNP48..154007."
"11510",-6402.76290417952,"PRKACG..5568."
"14380",-6372.91672794621,"STPG2..285555."
"5293",-6344.61737694581,"FDX1..2230."
"9892",-6317.27271108267,"NOA1..84273."
"1352",-6288.14469997782,"BAG6..7917."
"10371",-6243.0196723385,"P2RX6..9127."
"13181",-6215.1510631739,"SFTPC..6440."
"17249",-6097.89130776118,"ZNF729..100287226."
"12989",-6053.44357039967,"SDK1..221935."
"3295",-6047.03975261422,"COQ3..51805."
"8588",-6037.24006182913,"MAP3K3..4215."
"2492",-5981.5405204414,"CD36..948."
"165",-5942.7410246862,"ACOT7..11332."
"5464",-5867.91075851574,"FOPNL..123811."
"2689",-5840.83164096575,"CELA3A..10136."
"15639",-5839.23850413563,"TRIM21..6737."
"11379",-5786.9561849282,"PPP1R15B..84919."
"3234",-5774.24701218,"COL3A1..1281."
"5477",-5768.57490078355,"FOXD3..27022."
"15219",-5754.91968449414,"TMEM185B..79134."
"2396",-5723.45705363516,"CCM2L..140706."
"13807",-5672.32565746193,"SMG7..9887."
"16278",-5666.95825856481,"VAX1..11023."
"8110",-5651.12243612072,"LGR6..59352."
"874",-5581.55195741717,"ARF3..377."
"9964",-5571.62763779765,"NPHP1..4867."
"5225",-5548.97787043837,"FBXO21..23014."
"6784",-5538.77099618881,"HS1BP3..64342."
"12230",-5529.2323426324,"REEP6..92840."
"7675",-5511.6859589828,"KIF7..374654."
"10191",-5508.20182398935,"NXT2..55916."
"10599",-5476.54378729016,"PCED1A..64773."
"1966",-5445.65152376098,"C9..735."
"12027",-5380.82675966314,"RALB..5899."
"2784",-5359.48890615358,"CFAP161..161502."
"1408",-5357.50329457757,"BCKDK..10295."
"7651",-5336.62531104452,"KIF1BP..26128."
"4399",-5332.44749526741,"EAF2..55840."
"5935",-5329.04157939485,"GLRB..2743."
"9891",-5313.15148195211,"NNT..23530."
"2234",-5304.67659933257,"CCDC102B..79839."
"15217",-5235.91875683513,"TMEM184C..55751."
"3797",-5212.8413630313,"DCAF12L1..139170."
"13056",-5212.32756672781,"SEMA4A..64218."
"9351",-5208.94553332625,"MUL1..79594."
"5437",-5178.683721564,"FMO5..2330."
"15621",-5163.33322271182,"TRERF1..55809."
"6884",-5122.50601036382,"HYAL3..8372."
"696",-5042.12156659631,"ANKRD37..353322."
"14274",-5041.176151541,"ST3GAL5..8869."
"6612",-5015.62378756479,"HIVEP3..59269."
"9633",-4987.82535122873,"NDUFA4L2..56901."
"14866",-4977.30017421783,"TEX101..83639."
"10437",-4921.99461344848,"PALM..5064."
"1142",-4829.7499222779,"ATG10..83734."
"9410",-4793.74807368327,"MYL1..4632."
"6841",-4775.18302454958,"HSPB2..3316."
"2845",-4771.07636988999,"CHCHD7..79145."
"6424",-4769.18984430119,"HCAR3..8843."
"9367",-4767.21774418972,"MXD3..83463."
"14450",-4750.15463255907,"SULT6B1..391365."
"16962",-4747.47435502441,"ZNF281..23528."
"35",-4738.71858292051,"ABCA13..154664."
"8083",-4731.1858286576,"LEPR..3953."
"5399",-4721.21350857317,"FKBP7..51661."
"6176",-4628.00030622886,"GPRIN1..114787."
"6457",-4614.39427024729,"HDHD2..84064."
"2180",-4602.58897478543,"CASTOR2..729438."
"8098",-4593.18123862329,"LGALS3BP..3959."
"5425",-4582.6403223001,"FLYWCH1..84256."
"6012",-4571.39567819902,"GNMT..27232."
"793",-4539.95588976344,"APBB3..10307."
"4259",-4526.32464546209,"DPY19L2..283417."
"1025",-4497.90500346123,"ARPIN..348110."
"5980",-4497.4469501919,"GNAI3..2773."
"14490",-4483.89753579394,"SWAP70..23075."
"13565",-4435.83362569421,"SLC35A4..113829."
"10044",-4421.89452716108,"NRP2..8828."
"16228",-4382.19768136982,"USP6..9098."
"11262",-4356.03594950438,"POLR3E..55718."
"3288",-4313.7404240287,"COPS7B..64708."
"9800",-4255.87673654321,"NIP7..51388."
"16034",-4230.08938667755,"UBL4A..8266."
"15391",-4190.94335605027,"TMPRSS7..344805."
"13628",-4189.37535344361,"SLC43A2..124935."
"7269",-4139.78229821798,"IRGM..345611."
"3305",-4093.70877883115,"CORO1B..57175."
"5145",-4066.27013352032,"FAM92B..339145."
"6128",-4064.26178078943,"GPR174..84636."
"16869",-4011.71498833814,"ZNF114..163071."
"17390",-4004.91218485944,"ZYG11B..79699."
"15320",-3997.01016572445,"TMEM51..55092."
"12973",-3956.75434851289,"SDC4..6385."
"2777",-3944.02199802707,"CETN1..1068."
"12719",-3911.7700773419,"RSPO3..84870."
"15099",-3909.48333440357,"TMBIM1..64114."
"1006",-3868.32978618917,"ARMCX5..64860."
"3720",-3867.545625602,"CYP3A7..1551."
"14603",-3852.97888489977,"TAF7..6879."
"15387",-3830.25090894465,"TMPRSS3..64699."
"2363",-3826.86363374485,"CCDC96..257236."
"9826",-3820.71454856499,"NKRF..55922."
"10379",-3809.15527323329,"P2RY2..5029."
"4595",-3801.71206350015,"ELL2..22936."
"15066",-3719.75885823691,"TLN2..83660."
"13531",-3707.63894847121,"SLC2A10..81031."
"15763",-3705.04509392124,"TSEN15..116461."
"5236",-3671.66810370397,"FBXO34..55030."
"14320",-3668.31133286012,"STAT3..6774."
"8915",-3597.88222694142,"MICALCL..84953."
"16514",-3567.07751417434,"WIPF3..644150."
"3339",-3556.45143455466,"CP..1356."
"12546",-3500.2103375287,"ROMO1..140823."
"8567",-3481.59866104936,"MAP1LC3A..84557."
"16574",-3469.97725250331,"XK..7504."
"6526",-3462.36657553239,"HHIPL1..84439."
"14948",-3456.44278950738,"THAP11..57215."
"13784",-3446.56129260255,"SMARCC2..6601."
"17103",-3404.27871026675,"ZNF528..84436."
"14906",-3360.61854777379,"TFDP3..51270."
"17202",-3320.00646872097,"ZNF665..79788."
"8968",-3316.16434805521,"MLC1..23209."
"5200",-3308.05313597533,"FBP2..8789."
"5792",-3279.49569516648,"GDI1..2664."
"16309",-3271.21030637393,"VIPR1..7433."
"1255",-3252.08934991899,"ATP9B..374868."
"16881",-3210.31103177134,"ZNF14..7561."
"3622",-3171.89636353251,"CWF19L2..143884."
"2477",-3166.01084918394,"CD27..939."
"1958",-3140.90952190028,"C8orf48..157773."
"7334",-3138.22753179977,"ITIH4..3700."
"16463",-3089.76556927262,"WDR60..55112."
"9414",-3050.68889968716,"MYL2..4633."
"16807",-3049.66021753541,"ZFPL1..7542."
"13963",-3025.30664396732,"SORBS3..10174."
"14232",-3024.83004089442,"SS18L2..51188."
"14696",-2936.42299822117,"TBC1D32..221322."
"1970",-2889.18876980274,"C9orf152..401546."
"14849",-2872.46337262006,"TEP1..7011."
"11235",-2836.410604839,"POLG..5428."
"15302",-2831.16162494074,"TMEM35A..59353."
"9164",-2793.09903383319,"MRPL4..51073."
"17343",-2788.03515179494,"ZNRF3..84133."
"9838",-2781.18881890842,"NKX6.2..84504."
"6628",-2731.56440225091,"HLA.DPB1..3115."
"2345",-2720.38835259865,"CCDC81..60494."
"13947",-2704.95137504414,"SOCS2..8835."
"15425",-2699.52667431714,"TNFRSF19..55504."
"12754",-2689.02986333241,"RTP4..64108."
"8598",-2661.90937471342,"MAP4K2..5871."
"1096",-2643.62706805021,"ASIC5..51802."
"13806",-2623.64842561595,"SMG6..23293."
"15951",-2608.28560557652,"TXNL1..9352."
"516",-2585.85402451244,"AKT3..10000."
"6115",-2576.6513147672,"GPR151..134391."
"7501",-2568.64410523658,"KCNK13..56659."
"1830",-2564.29362763768,"C1orf87..127795."
"6350",-2560.75008424015,"GZMA..3001."
"16618",-2482.30127635652,"YEATS4..8089."
"15499",-2449.71508085812,"TONSL..4796."
"13849",-2412.88495071173,"SMTN..6525."
"4316",-2387.13469014817,"DTX1..1840."
"9107",-2373.99966726146,"MRAP2..112609."
"12161",-2369.54409509036,"RBM47..54502."
"3892",-2357.28596256912,"DDX42..11325."
"10382",-2353.15616400686,"P2RY8..286530."
"7304",-2311.73843668283,"ITGA2..3673."
"8611",-2311.3903816104,"MAPK12..6300."
"16816",-2295.34826832878,"ZFYVE21..79038."
"15212",-2292.87598413456,"TMEM181..57583."
"5083",-2267.03715015423,"FAM229B..619208."
"8908",-2255.02419055672,"MIA3..375056."
"9846",-2230.09718391833,"NLN..57486."
"4800",-2161.23549924223,"ERP44..23071."
"3962",-2156.17720263653,"DEPDC7..91614."
"6627",-2101.9402675613,"HLA.DPA1..3113."
